transaction_id,direction,amount,currency,description,transaction_date,post_date,account_id,status,class,subclass_code,subclass_title,reference,institution_id,connection_id,balance_amount,balance_currency
12c37fcb-a29e-4a09-adfb-8829ec5cb95b,debit,-7.24,AUD,CAULFIELD GLASSHOUSE CAULFIELD VI AUS  Card xx2328,2025-01-03T09:36:52Z,2025-01-04T09:36:52Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,452,"Pubs, Taverns and Bars",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
9d47b1d0-ef27-41aa-9fd4-7772e1159d39,debit,-7.82,AUD,WW METRO 8785 Chatswood AU AUS  Card xx3856,2024-12-31T23:49:47Z,2025-01-03T23:49:47Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,411,Supermarket and Grocery Stores,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
9dcb7c4a-2e4d-453f-bb6f-41ca4fa94e0d,debit,-165.77,AUD,YD PTY LTD 201 Manly Card xx2328,2024-12-31T10:07:55Z,2025-01-02T10:07:55Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,425,"Clothing, Footwear and Personal Accessory Retailing",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
fe671e92-3829-492d-8990-c65defdfbd74,debit,-14.89,AUD,MCDONALDS PAKEN OUTB OFFICER SOUT Card xx2328,2024-12-29T21:36:46Z,2025-01-01T21:36:46Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
b3c7e2f3-2daf-4882-a546-1dc27328db49,debit,-550.00,AUD,MYER WARRINGAH BROOKVALE AU Card xx2328,2024-12-30T17:53:51Z,2025-01-01T17:53:51Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,426,Department Stores,H971476,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
0f05db98-13d4-439a-8eee-24ee70365e3a,debit,-12.44,AUD,MCDONALDS AIRSIDE MASC Card xx2328,2024-12-29T16:07:33Z,2025-01-01T16:07:33Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
b0b3a6ec-cfb8-440a-a095-44b49ad26e4e,debit,-4167.71,AUD,Transfer To Credit Card Acc HooliBank App,2024-12-29T12:20:42Z,2025-01-01T12:20:42Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,transfer,,,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
60b13713-f885-42e3-b6a0-eb22a6a18423,debit,-10.20,AUD,The Coffee shop Point Cook AU  Card xx3856,2024-12-31T11:10:19Z,2025-01-01T11:10:19Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
c89f6b74-e67d-47e4-8669-29d6ed02d425,debit,-657.39,AUD,WOOLWORTHS 3298 Chatswood AUS Card xx2328,2024-12-30T10:26:50Z,2025-01-01T10:26:50Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,411,Supermarket and Grocery Stores,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
698701e6-53db-4099-b985-0e4daa13fccf,debit,-3.06,AUD,UBER* EATS SYDNEY AU  Card xx3856,2024-12-30T21:22:31Z,2024-12-31T21:22:31Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
ec9c1fd2-144d-4788-a383-330adf65d96e,debit,-12.83,AUD,MCDONALDS DT 0953 CLAYTON AUS  Card xx2328,2024-12-30T20:04:19Z,2024-12-31T20:04:19Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",31e7c7d3-ef73-4178-b523-06f3402170d6,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
25d9c0f3-c319-47b2-b6eb-244d0e6dc647,debit,-24.09,AUD,UBER *EATS Sydney AU AUS  Card xx2328,2024-12-28T18:41:40Z,2024-12-31T18:41:40Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
b7e59ada-1b64-4fde-8f39-b9f16de87d3b,credit,8000.00,AUD,DEPOSIT-SALARY TRANSPORTSERVICE Wage/sal 00964447,2024-12-29T10:37:45Z,2024-12-31T10:37:45Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,transfer,0,Unknown,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
2addd97c-55ea-4391-9c0c-9cbe761b3e96,debit,-139.44,AUD,WOOLWORTHS/CNR DANDENONG Chatswood AU  Card xx3856,2024-12-29T13:26:41Z,2024-12-30T13:26:41Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,411,Supermarket and Grocery Stores,H918777,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
31b3769e-7370-4fc2-a000-267c25dbc46d,debit,-4500.00,AUD,Transfer To Savings Acc HooliBank app,2024-12-30T00:02:49Z,2024-12-30T00:02:49Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,transfer,,,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
c5ce9a5e-29e3-4cd1-89b9-a3fde7c5019d,debit,-0.83,AUD,MCDONALDS AIRSIDE MASC Card xx3856,2024-12-28T05:17:58Z,2024-12-29T05:17:58Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
13ab66d8-6ba5-47c6-ad09-109cb119acd1,debit,-6.73,AUD,UBER *EATS Sydney AU AUS  Card xx3856,2024-12-28T02:58:46Z,2024-12-29T02:58:46Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",501c6a67-adf9-4cc3-8c8d-7cc95bdf2a6b,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
ae15a847-b590-4c96-abc2-c88dc53bc9c1,debit,-11.91,AUD,MCDONALDS PENINSULA L BAXTER VICAU Card xx2328,2024-12-27T01:54:46Z,2024-12-28T01:54:46Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",H627163,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
9662aa28-e24b-461f-8f40-eb09bbd9044a,credit,1900.00,AUD,PAY/SALARY FROM COLES SUPERMARKE COL 00753937,2024-12-26T01:17:49Z,2024-12-27T01:17:49Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,transfer,0,Unknown,H110349,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
5c9b417a-d1b6-43fe-a19d-03ef0a63abfa,debit,-7.19,AUD,LIV*LITTLETOMMYTUCKER BENTLEIGH AU  Card xx2328,2024-12-22T23:34:58Z,2024-12-25T23:34:58Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
7790fea0-05c3-4c87-8858-98251ef20222,debit,-7.89,AUD,WW METRO 8785 Chatswood AU AUS  Card xx3856,2024-12-23T16:11:07Z,2024-12-25T16:11:07Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,411,Supermarket and Grocery Stores,5f27445f-7faa-49c1-ac21-569e42bdabf2,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
bb5260cd-ef74-4b27-82a3-028eee05c68e,debit,-10.85,AUD,MCDONALDS AIRSIDE MASC Card xx3856,2024-12-24T04:46:07Z,2024-12-25T04:46:07Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
536800dd-ef3b-4aed-b06d-ea8b837f969a,debit,-10.15,AUD,BIG ALS KEBABS AND GR ESSENDON FIEL AU  Card xx2328,2024-12-23T01:26:05Z,2024-12-25T01:26:05Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
746c67e2-d52f-4cf8-8f81-5e25fddef8d9,debit,-46.02,AUD,KMART 1226 CLAYTON AU AUS  Card xx3856,2024-12-21T17:47:09Z,2024-12-23T17:47:09Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,426,Department Stores,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
157ca282-8a7c-43d9-95c8-c9ebddb9c056,debit,-150.00,AUD,IKEA RHODES RHOD Card xx3856,2024-12-20T15:17:16Z,2024-12-23T15:17:16Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,421,"Furniture, Floor Coverings, Houseware and Textile Goods Retailing",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
591890cd-ba5e-4821-bf90-070855186fb7,debit,-52.31,AUD,WOOLWORTHS 3298 Chatswood AUS Card xx2328,2024-12-19T15:04:20Z,2024-12-22T15:04:20Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,411,Supermarket and Grocery Stores,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
99c61901-120c-478d-8534-dc55c94db38c,debit,-18.90,AUD,MCDONALDS AIRSIDE MASC Card xx3856,2024-12-21T10:11:03Z,2024-12-22T10:11:03Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
6ed35e96-d1aa-43b8-827e-b03b528db7ab,debit,-295.39,AUD,WOOLWORTHS 3806 CLAYTON AU AUS  Card xx2328,2024-12-20T12:16:05Z,2024-12-21T12:16:05Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,411,Supermarket and Grocery Stores,a16e6b3e-6298-4c63-8d88-fc42ea4a0d8a,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
2bf95aae-7246-46a7-82e1-895077aa4d93,debit,-30.51,AUD,BWS/730 CENTRE ROAD BENTLEIGH EST AU  Card xx3856,2024-12-17T09:50:15Z,2024-12-20T09:50:15Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,412,Specialised Food Retailing,07202e90-0ba3-4ea2-af8b-0d7b9f446100,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
bdc4f80b-43e7-471a-85c2-8a113e51b595,debit,-1000.00,AUD,PAYMENT BY AUTHORITY TO TOYOTA FINANCE 11111111,2024-12-16T22:44:15Z,2024-12-18T22:44:15Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,623,Non-Depository Financing,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
ff4c40da-54bf-4316-8388-5adef2f5e222,debit,-899.89,AUD,IKEA RHODES RHODES AU Card xx2328,2024-12-18T13:18:13Z,2024-12-18T13:18:13Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,421,"Furniture, Floor Coverings, Houseware and Textile Goods Retailing",H142246,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
ef8f2178-14c8-489c-85f9-60473d15792b,debit,-59.22,AUD,YD PTY LTD 201 Manly Card xx2328,2024-12-14T13:34:11Z,2024-12-17T13:34:11Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,425,"Clothing, Footwear and Personal Accessory Retailing",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
83ec0294-f193-4002-9af4-14235d3561f9,debit,-8.85,AUD,MCDONALDS ROWVILLE ROWVILLE Card xx3856,2024-12-16T21:55:50Z,2024-12-16T21:55:50Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
9ee6686c-bbfa-475c-a8d7-0a88af8d3c76,debit,-48.41,AUD,BP LANGWARRIN 3381 LANGWARRIN VI AUS  Card xx2328,2024-12-13T10:09:01Z,2024-12-15T10:09:01Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,400,Fuel Retailing,H781881,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
f44cd662-9684-4640-ad7d-a5dc4224cd44,debit,-23.78,AUD,The Last Piece Mulgrave VI AUS  Card xx3856,2024-12-15T07:03:52Z,2024-12-15T07:03:52Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",H428042,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
acdc62c4-bb30-4d70-b56e-d88a1ded4ce3,debit,-12.82,AUD,MCDONALDS AIRSIDE MASC Card xx3856,2024-12-11T19:39:02Z,2024-12-14T19:39:02Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
effbcd38-827d-4bd5-8748-2aacea34278e,debit,-70.83,AUD,WOOLWORTHS 3298 Chatswood AU AUS  Card xx2328,2024-12-11T07:07:00Z,2024-12-13T07:07:00Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,411,Supermarket and Grocery Stores,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
996c8b00-4f27-4087-b98b-8e6e4d59a176,debit,-44.62,AUD,KMART 1226 CLAYTON AU AUS  Card xx3856,2024-12-13T04:23:17Z,2024-12-13T04:23:17Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,426,Department Stores,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
93f0f87d-1068-431c-b3a1-0d599310ad5a,debit,-55.04,AUD,KMART 1226 CLAYTON AU AUS  Card xx2328,2024-12-13T02:05:43Z,2024-12-13T02:05:43Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,426,Department Stores,7eaf68c8-8371-41c3-bc23-191160e8b6e8,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
33ceedc3-5199-4657-80b6-3aaa6e3458eb,credit,1900.00,AUD,PAY/SALARY FROM COLES SUPERMARKE COL 00753936,2024-12-12T21:55:20Z,2024-12-12T21:55:20Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,transfer,0,Unknown,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
c4b75053-db01-45ce-929b-271436de4cc9,debit,-202.38,AUD,WOOLWORTHS/WHEELERS HILL WHEELERS HILL AU  Card xx3856,2024-12-07T10:15:54Z,2024-12-09T10:15:54Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,411,Supermarket and Grocery Stores,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
e5cdec9e-dff1-42c0-b6a8-220d22dc0531,debit,-13.66,AUD,GREEN MANGO CAFE BROOME Card xx3856,2024-12-08T22:18:20Z,2024-12-08T22:18:20Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
1efd2aaa-ae33-44d3-8277-b1edfdb1dcde,debit,-19.92,AUD,SQ *CHAMMAN ICE CREAM Carlton AU AUS  Card xx2328,2024-12-06T18:19:52Z,2024-12-08T18:19:52Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",48ae5850-8501-4036-bbea-53865fc9ebb9,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
bf78043d-46f5-4d80-bfec-7a1e495d45a2,debit,-20.60,AUD,UBER *EATS Sydney AUS Card xx2328,2024-12-06T06:24:15Z,2024-12-07T06:24:15Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
59d008e9-79cf-4f2e-b367-70786d542125,debit,-15.30,AUD,MCDONALDS AIRSIDE MASC Card xx3856,2024-12-06T04:23:43Z,2024-12-06T04:23:43Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
deda3c73-adfc-4a99-b951-e492b92b3584,debit,-611.05,AUD,WOOLWORTHS 3251 Chatswood AUS Card xx3856,2024-12-05T03:39:59Z,2024-12-06T03:39:59Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,411,Supermarket and Grocery Stores,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
958a1a74-a9ba-4cda-a59c-0c367130dda2,debit,-387.00,AUD,PERTH BOAT SCHOOL COOGEE WA Card xx3856,2024-12-05T21:10:51Z,2024-12-05T21:10:51Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,821,"Adult, Community and Other Education",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
99fb1197-1c04-4b76-a3bf-52f3b5a6cdef,debit,-15.69,AUD,CHEMIST WAREHOUSE FIRS ROWVILLE VIC Card xx2328,2024-12-02T10:12:19Z,2024-12-05T10:12:19Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,427,Pharmaceutical and Other Store-Based Retailing,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
27005915-59d0-4682-b330-73ba80f934f2,debit,-566.64,AUD,WOOLWORTHS 3335 Manly AU AUS  Card xx2328,2024-12-03T01:31:48Z,2024-12-05T01:31:48Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,411,Supermarket and Grocery Stores,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
28aaffcb-0325-45e0-a49d-a7f736222211,debit,-4500.00,AUD,Transfer To Savings Acc HooliBank app,2024-12-02T17:34:19Z,2024-12-04T17:34:19Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,transfer,,,33becba3-4d56-41af-9339-ae494e376fa9,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
77bf4e8e-5ead-4596-8bfa-cec50de2eeab,debit,-16.61,AUD,REBEL SOUTHLAND CHELTENHAM AU  Card xx3856,2024-12-04T07:40:37Z,2024-12-04T07:40:37Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,424,Recreational Goods Retailing,H667754,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
7860721c-ccf0-4fdf-b8e6-38f7aa144b65,debit,-46.57,AUD,AMPOL CHELSEA HEIGHTS CHELSEA HEIGHAU  Card xx2328,2024-12-01T16:02:27Z,2024-12-01T16:02:27Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,400,Fuel Retailing,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
b3c0043e-69d7-428c-b96d-247a56d60d8d,debit,-6.05,AUD,KFC HURSTVILLE MALL      HURSTVILLE   AU  Card xx3856,2024-11-29T09:26:54Z,2024-12-01T09:26:54Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
bc203d2a-9cb3-4ce7-9c0f-14bfc6c9b088,debit,-25.73,AUD,MCDONALDS AIRSIDE MASC Card xx2328,2024-11-28T01:23:36Z,2024-12-01T01:23:36Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,451,"Cafes, Restaurants and Takeaway Food Services",,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
2c0b50a0-cd92-491b-b209-f4f6b145afdd,debit,-210.16,AUD,WOOLWORTHS 3298 Chatswood AUS Card xx2328,2024-11-27T23:57:13Z,2024-11-29T23:57:13Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,411,Supermarket and Grocery Stores,H978169,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
53609d9a-4fdb-40cf-8dd9-620f67d8448a,debit,-40.91,AUD,BP EXP CLARENDON 3759 SOUTH MELBOUR VI AUS  Card xx2328,2024-11-29T18:35:41Z,2024-11-29T18:35:41Z,150a5086-a8cb-4eb8-8148-3f9dc3da25dd,posted,payment,400,Fuel Retailing,,AU00000,b2a23fda-0206-457a-9d7b-bccedeeb7097,,
